title,content,summary
Today’s top 5 from Purdue University,"summarize:You will want to read these good stories that you may have missed.
The AP Video Hub (for AP members) and Purdue News YouTube channel (for all reporters) provide comments from Purdue experts on timely topics.
A Purdue University program launched in March to provide Ukrainian scholars an opportunity to continue their academic pursuits here during the ongoing Russian invasion of their home country has received a grant from The Heritage Group to extend the initiative into May 2024. The Indianapolis-based Heritage Group is donating $270,000 to support all nine participants in Purdue’s Ukrainian Scholars Initiative for another academic year.
Media contact: Phillip Fiorini, pfiorini@purdue.edu
Read More
Purdue professor Ayhan Irfanolgu, who was born in Turkey, has returned to the country as a researcher specializing in earthquake engineering.
Media contact: Trevor Peters, peter237@purdue.edu
Read More
Chicago businessman Avrum Gray donated the collection, which includes 74 bronze works and features “La Petite Danseuse de Quatorze Ans (Little Dancer, Aged Fourteen),” one of the artist’s signature creations and most iconic works. With a market value of as much as $52 million, the collection represents the largest gift in the history of Purdue’s College of Liberal Arts.
Media contact: Tim Doty, doty2@purdue.edu
Read More
The first student to participate in the dual-degree partnership between Purdue and the historically Black university Morgan State, Veal Jr. completed his three-year degree program at Morgan State in 2022, having already satisfied the requirements for an engineering physics degree. He’s now in his second semester of the two-year aerospace engineering program at Purdue and will receive his second bachelor’s degree in Spring 2024, after which he will move on to complete a one-year master’s degree in aerospace at Purdue.
Media contact: Paige Brown, jacks376@purdue.edu
Read More
Purdue University has received a five-year, $10 million grant from the U.S. Department of Agriculture to increase the production of seafood, also known as “blue food,” which is healthier and more sustainably produced than land-based foods.
Media contact: Maureen Manier, mmanier@purdue.edu
Read More
The war in Ukraine one year later
Is there an accountant shortage?
Training AI to be trustworthy
Purdue University is a top public research institution developing practical solutions to today’s toughest challenges. Ranked in each of the last five years as one of the 10 Most Innovative universities in the United States by U.S. News & World Report, Purdue delivers world-changing research and out-of-this-world discovery. Committed to hands-on and online, real-world learning, Purdue offers a transformative education to all. Committed to affordability and accessibility, Purdue has frozen tuition and most fees at 2012-13 levels, enabling more students than ever to graduate debt-free. See how Purdue never stops in the persistent pursuit of the next giant leap at https://stories.purdue.edu.","[{'summary_text': 'a purdue university program launched in march to provide Ukrainian scholars an opportunity to continue their academic pursuits here during the ongoing Russian invasion of their home country has received a grant from the Heritage Group . the Indianapolis-based Heritage Group is donating $270,000 to support all nine participants in Purdue’s Ukrainian Scholars Initiative for another academic year .'}]"
Purdue’s Brian Lamb School of Communication offering new combined BA and MS program,"summarize:WEST LAFAYETTE, Ind. —
Purdue’s College of Liberal Arts “Degree in 3” program was created to help undergraduate students majoring in liberal arts save time and money while earning their undergraduate degree.
The program has helped many students earn a Bachelor of Arts degree in three years, saving them an average of $9,000 for in-state students and $19,400 for out-of-state and international students. In addition to providing tuition savings, the program allows students to enter the workforce sooner and amass more job experience. The College of Liberal Arts spearheaded this program in response to the student debt crisis to provide students with more money-saving options.
Now, Purdue’s Brian Lamb School of Communication is building off the time and tuition savings offered by the “Degree in 3” track with a new combined degree program that will allow undergraduate students to earn a Bachelor of Arts in communication and a Master of Science in communication in four to five years of study. Students completing the “Degree in 3” bachelor’s track can earn a bachelor’s and a master’s in four years. Traditional students can finish the combined degree program in five years.
Lamb School students in the combined degree program can take up to 12 credit hours that count toward both their bachelor’s and master’s degree beginning in their junior year. The Master of Science in communication is a fully online program, giving students the opportunity to earn graduate credits while working or studying from anywhere.
According to Jessie Stocker, Brian Lamb School of Communication graduate program administrator, the combined degree program provides value to students who are looking to become more competitive job candidates as well as save time and money toward completing two degrees.
“By earning 12 graduate credits while completing an undergraduate degree, students can condense the master’s in communication program, which typically takes two or three years to complete, into one year,” Stocker said. “This saves students a lot of time, and it saves them money on graduate credits.”
Additionally, up to four graduate classes can be included in a student’s undergraduate tuition, saving them an average of $6,200 for in-state students and $9,800 for all other students.
Taking graduate courses gives undergraduate students exposure to in-demand job skills that can make them more competitive candidates in communication fields. It also puts them in contact with other communications professionals in the online Master of Science in communication program.
“Students in the Master of Science in communication program come from dozens of different industries and bring a lot of experience into the program with them,” Stocker said. “When undergraduate students take these courses, they are entering an expansive professional network and learning from industry experts. This makes them more competitive job candidates overall.”
To learn more about The Brian Lamb School of Communication’s combined degree program, visit the program’s webpage.
Writer: Rachel Barton, barton53@purdue.eduSource: Jessica Stocker, jhuffman@purdue.edu",[{'summary_text': 'the “Degree in 3” program has helped many students earn a Bachelor of Arts degree in three years . the program allows students to enter the workforce sooner and amass more job experience . students in the combined degree program can take up to 12 credit hours that count toward both their bachelor’s and master’s degrees .'}]
Indiana Life Sciences Manufacturing 2023 Summit,"summarize:WEST LAFAYETTE, Ind. —
Purdue University, through the William D. Young Institute for Advanced Manufacturing of Pharmaceuticals, announces the Indiana Life Sciences Manufacturing 2023 Summit in collaboration with Indiana Biosciences Research Institute and BioCrossroads, hybrid and in person at 16TECH Innovation District, 1220 Waterway Blvd., Indianapolis, IN 46202.
The Indiana Life Sciences Manufacturing Summit will convene industry, academia, state and local governments and other relevant organizations to promote life sciences manufacturing, research, education and business development throughout Indiana. Participants will discuss trends, challenges and opportunities, how to forge global solutions with regional resources, and what workforce development is needed to keep up with onshoring and emerging technologies. Special attention will be given to investments and workforce development as a critical part of Indiana’s long-term strategy to increase the state’s life sciences competitiveness.
Read more on the Purdue College of Engineering website.
Media are encouraged to share, post and publish this content.
Media contact: Amy Patterson Neubert, apatterson@purdue.edu","[{'summary_text': 'the Indiana Life Sciences Manufacturing Summit will convene industry, academia, state and local governments and other relevant organizations . participants will discuss trends, challenges and opportunities, how to forge global solutions with regional resources .'}]"
Ukraine Scholars Initiative expands and receives Heritage Group gift,"summarize:WEST LAFAYETTE, Ind. —
A Purdue University program launched in March to provide Ukrainian scholars an opportunity to continue their academic pursuits here during the ongoing Russian invasion of their home country has received a grant from The Heritage Group to extend the initiative into May 2024.
The Indianapolis-based Heritage Group is donating $270,000 to support all nine participants in Purdue’s Ukrainian Scholars Initiative for another academic year. This extends funding through the Spring 2024 semester, officials with Purdue and Heritage Group announced Wednesday (Feb. 22). In addition to renewing the program, Purdue officials plan to expand it for a new class of Ukrainian scholars whose academic endeavors remain stalled by Russia’s invasion.
“When President (Mitch) Daniels launched the Ukrainian Scholars Initiative in March 2022, Purdue continued our distinct tradition of welcoming those scholars and students seeking refuge from tyranny and a home for liberty,” said Purdue President Mung Chiang. “We hope the Ukrainian scholars in our community can return to safety and freedom in Ukraine one day soon. In the meantime, through Heritage Group’s resounding support and our firm commitment, we will renew and expand this initiative on a campus for the free minds.”
Purdue established the Ukrainian Scholars Initiative in what was among the first and is now the largest and most ambitious university-led program in the country. The goal: to assist these faculty members and scholars whose academic pursuits have been derailed by the conflict, which marks its one-year anniversary on Friday (Feb. 24).
Of more than 100 applications, Purdue was able to accept approximately 20 individuals. Nine scholars eventually enrolled in the program to resume their research and studies, said Mike Brzezinski, Purdue vice president for global partnerships and programs. Since its March 2022 launch, Brzezinski has led Purdue’s Ukrainian Scholars Initiative along with associate provost Peter Hollenbeck; Amanda Thompson, director of International Scholar Services in Purdue’s International Students and Scholars program; and ISS counselors Chad Broeker and Austin Smith.
The first Ukrainian scholar arrived in May and the ninth was on campus by November, all with the expectation they would be here for at least 12 months.
“For 90 years, the Heritage Group has been committed to building a safer, more enriching and sustainable world by harnessing the power of family,” said Sara Morris, director of strategic initiatives for Heritage Group. “When we saw the war and heartbreak in Ukraine and then learned of Purdue’s efforts to support Ukrainian scholars, we knew immediately we wanted to help. We are fortunate to be able to support this initiative to enrich the lives of the individual Ukrainian scholars, their families, all who come into contact with them at Purdue, and our own team members.”
The Heritage Group expressed an interest in the Purdue program during its very early stages last spring and has been engaged ever since, Brzezinski said. Greg Kapp, vice president for development at Purdue for Life, and Diane Klassen, chief development officer of university initiatives for Purdue Research Foundation, were instrumental in collaborating with Brzezinski to secure the donation from The Heritage Group.
“After the arrival of all of our nine scholars, The Heritage Group was eager to learn more about each individual and to know how they could help,” Brzezinski said. “We’re so very pleased and grateful that they are contributing the majority of funding needed to sponsor each scholar for one year. Individuals from Heritage also are eager to meet our Ukrainian faculty and students, a sign that they are truly interested in their well-being.”
Additionally, the various unit hosts of the scholars within Purdue and the Greater Lafayette community have decided to continue their financial and humanitarian support of the program through May 2024, Brzezinski said. Indeed, as the world marks the one-year anniversary of Russia’s invasion of Ukraine, the strong Purdue-Greater Lafayette community connection has been essential to the success of the program, Brzezinski said.
William and Liesl Shen, Purdue alumni who own Crestview Apartments in West Lafayette, originally set aside 19 units since the spring to be used by the scholars; six scholars live there now. And over 20 families from Faith Church in Lafayette have given their time and resources to furnish the scholars’ apartments.
Through the Purdue program, the Ukrainian visiting scholars are engaging in their own research or supporting research conducted by Purdue faculty members. Additionally, several are enrolled in doctoral programs and at the dissertation research stage of their degree programs. Their impressive scholarship stretches across a diversity of disciplines — from chemistry, library sciences, psychology, linguistics, communication, sociology and neuroscience to political science, management, history, and earth and planetary sciences.
Purdue University is a top public research institution developing practical solutions to today’s toughest challenges. Ranked in each of the last five years as one of the 10 Most Innovative universities in the United States by U.S. News & World Report, Purdue delivers world-changing research and out-of-this-world discovery. Committed to hands-on and online, real-world learning, Purdue offers a transformative education to all. Committed to affordability and accessibility, Purdue has frozen tuition and most fees at 2012-13 levels, enabling more students than ever to graduate debt-free. See how Purdue never stops in the persistent pursuit of the next giant leap at https://purdue.edu/.
Founded in 1930, The Heritage Group (THG) is a fourth-generation, family-owned business managing a diverse portfolio of companies specializing in heavy construction and materials, environmental services, and specialty chemicals. Companies within the THG portfolio include Heritage Environmental Services, Heritage Construction + Materials, and Monument Chemical. With more than 6,000 employees and 30 operating companies worldwide, THG aims to build a safer, more enriching and sustainable world by harnessing the power of family. Learn more at thgrp.com.
Writer: Phillip Fiorini, pfiorini@purdue.edu, 765-430-6189Sources: Mike Brzezinski, mbrzezinski@purdue.eduSara Morris, saram@thgrp.com Related story: Ukrainian Grit & Hope: A Traveling Photo Exhibition at Purduehttps://news.cla.purdue.edu/2023/02/10/ukrainian-grit-hope-a-traveling-photo-exhibition-at-purdue/","[{'summary_text': 'the first Ukrainian scholar arrived in may and the ninth was on campus by November . Purdue has frozen tuition and most fees at 2012-13 levels, enabling more students than ever to graduate debt-free .'}]"
U.S. cybersecurity leaders to examine lessons learned and set strategies for future risk,"summarize:WEST LAFAYETTE, Ind. —
CERIAS, Purdue’s Center for Education and Research in Information Assurance and Security, is inviting its partners in industry, government and higher education to the West Lafayette campus to level-up their cybersecurity knowledge and strategies.
The theme, “Using Past Lessons to Thwart Future Threat,” will set the tone for the center’s upcoming 24th-annual symposium, set for March 28-30. The theme’s “past lessons” refers, in part, to CERIAS’s 25th anniversary and its history of leading the cybersecurity field by identifying and building defenses against ever-evolving digital security threats.
More information can be read online.
Media are welcome to share, post and publish these stories, photos and videos.
Media contact: Amy Raley, araley@purdue.edu","[{'summary_text': 'the theme, “Using Past Lessons to Thwart Future Threat,” will set the tone for the center’s upcoming 24th-annual symposium, set for March 28-30 .'}]"
Purdue police investigating reports of fraud related to purchasing basketball tickets,"summarize:WEST LAFAYETTE, Ind. —
The Purdue University Police Department is investigating several reports of fraud related to attempted purchases of Purdue men’s basketball tickets.
According to police, the fraudulent tickets are often posted on the mobile group messaging app, GroupMe. The person trying to sell the tickets poses as a student and sends the potential purchaser a picture of an ID card of an actual Purdue student, one who may have already fallen victim to the scam.
Police say these scams have also occurred on Facebook Marketplace. The person trying to sell the tickets texts with the potential purchaser in an attempt to gain their confidence, and then asks for the payment through online transaction platforms, including Venmo and Zelle.
“We understand the demand for basketball tickets is extremely high right now, but we ask that those looking to purchase tickets remain alert and vigilant,” said Purdue police chief Lesley Wiete. “We recommend not purchasing tickets over mobile applications or from people you do not know.”
To report fraud related to basketball tickets, please contact PUPD at 765-494-8221. Police recommend purchasing tickets through StubHub, the official secondary ticketing partner of Purdue Athletics.","[{'summary_text': 'the fraudulent tickets are often posted on the mobile group messaging app, GroupMe . the person trying to sell the tickets poses as a student and sends the potential purchaser a picture of an ID card of an actual Purdue student . police say these scams have also occurred on Facebook Marketplace .'}]"
Purdue Global School of Nursing to support Story County Medical Center’s participation in DAISY Award program,"summarize:WEST LAFAYETTE, Ind. —
An established leader in online nursing education, the Purdue Global School of Nursing believes in supporting the recognition of admirable individuals in the nursing industry.
That’s why the school partners with The DAISY Foundation™ to co-sponsor select hospitals that participate in the DAISY Award® program, which celebrates the extraordinary compassion nurses provide their patients and families every day.
“We are proud of this co-sponsorship with The DAISY Foundation and hospital organizations across the U.S. to recognize nurses for their compassionate care and commitment to patient safety and advocacy,” said Melissa Burdi, Purdue Global vice president and dean of the School of Nursing. “It’s a program we believe in wholeheartedly.”
The Purdue Global School of Nursing financially underwrites a hospital’s participation in the DAISY Award program for at least three years by covering the following expenses:
Award cost.
Administrative costs of joining the DAISY Award network.
Program orientation, training, marketing materials and more from The DAISY Foundation.
In addition, DAISY Award honorees receive 25% off tuition for any Purdue Global School of Nursing program.
Purdue Global’s newest participant in this initiative is Story County Medical Center in Nevada, Iowa.
“The DAISY Award enhances self-confidence in nursing skills and compassion for our patients. For our Story County Medical Center DAISY Award winners, we celebrate job excellence and exceptional health care service,” said MJ Hunt, chief nursing officer. “Not only do we celebrate the winners, but also the nominees for their dedication. Purdue Global is committed to advancing extraordinary nurses, and their motivation to see nurses succeed makes them a great partner in honoring our winners and nominees.”
The DAISY (Diseases Attacking the Immune System) Foundation was created in 1999 by the family of J. Patrick Barnes to express gratitude to nurses for the care and compassion they experienced during his illness and at the end of his life. DAISY is an evidence-based form of meaningful recognition that can positively impact many aspects of a healthy work environment, including job satisfaction, retention, well-being, resilience, the patient/family experience and community loyalty. Over 5,300 health care organizations and schools of nursing participate worldwide, and more than 167,000 nurses have been honored.
Purdue Global delivers personalized online education tailored to the unique needs of adults who have work or life experience beyond the classroom, enabling them to develop essential academic and professional skills with the support and flexibility they need to achieve their career goals. It offers personalized paths for students to earn an associate, bachelor’s, master’s or doctoral degree, based on their work experience, desired pace, military service, previous college credits and other considerations – no matter where they are in their life journey. Purdue Global is a nonprofit, public university accredited by the Higher Learning Commission. It is affiliated with Purdue University’s flagship institution, a highly ranked public research university located in West Lafayette, Indiana. Purdue University also operates regional campuses in Fort Wayne and Northwest Indiana, as well as serving science, engineering and technology students at the Indiana University-Purdue University Indianapolis (IUPUI) campus. For more information, visit https://stories.purdue.edu/purdue-global/.
Media contact: Matthew Oates, oatesw@purdue.edu, @mo_oatesSources: Melissa BurdiMichelle CarlsonMJ HuntDeb Zimmerman","[{'summary_text': 'the Purdue Global School of Nursing partners with the DAISY Foundation to co-sponsor hospitals that participate in the program . over 5,300 health care organizations and schools of nursing participate worldwide, and more than 167,000 nurses have been honored .'}]"
Purdue Global partnering with Northern Light Inland Hospital on innovative learning model featuring state-of-the-art simulation center,"summarize:WATERVILLE, Maine —
A new partnership between the Purdue Global School of Nursing and Northern Light Inland Hospital will create a more efficient and innovative learning model that meets the needs of Purdue Global students, Inland Hospital staff and the community. The partnership includes a state-of-the-art simulation center to be located on the Inland campus at 222 Kennedy Memorial Drive in Waterville, next door to the hospital.
The simulation center will utilize a family of high-fidelity, Gaumard brand manikins that include an infant, child, birthing mother and adult. The space will consist of large high-fidelity simulation suites staged to mock hospital rooms with audio/video capabilities, a master control room, several conference rooms to hold debriefings, a dedicated skills lab, break area, nurses’ station, central supply area, medication preparation space, offices and storage space.
“We are excited to partner with Inland Hospital, creating a state-of-the-art simulation facility that enables our nursing students and health care colleagues to engage in immersive learning with a keen training focus on patient safety, high reliability and quality of care, all while fostering interprofessional collaboration serving the rural community,” said Melissa Burdi, Purdue Global vice president and dean of the School of Nursing.
Additionally, the organizations are working together to create mutually beneficial interprofessional simulation experiences where multiple health care professionals can practice patient and family care together.
Inland Hospital president Tricia Costigan said, “This medical simulation lab partnership gives our health care staff another important way to continue to hone and grow their clinical skills. State-of-the-art, hands-on training, with easy access right on our hospital campus, is invaluable. We are grateful for Purdue’s collaboration to help us deliver the best care possible to our community.”
This arrangement builds on an existing partnership between Purdue Global and Inland Hospital, in which Purdue Global students have completed their clinical rotations at the hospital.
Northern Light Inland Hospital is a community hospital in Waterville with primary and specialty care practices and a continuing care center. As part of Northern Light Health, we’re building a better approach to health care because we believe people deserve access to care that works for them. As an integrated health delivery system serving Maine, we’re raising the bar with no-nonsense solutions that are leading the way to a healthier future for our state. Our care teams across the state — in hospitals, primary and specialty care practices, long-term and home health care, behavioral health care, and ground and air medical transport and emergency care — are committed to making health care work for you: our patients, communities and employees. To learn more about Northern Light Health and our locations across Maine, visit www.northernlighthealth.org.
Purdue Global writer/media contact: Matthew Oates, 765-496-6160; oatesw@purdue.edu, @mo_oatesNorthern Light Inland Hospital media contact: Sara Barry, sbarry@northernlight.org Sources: Purdue Global: Melissa BurdiNorthern Light Inland Hospital: Tricia Costigan","[{'summary_text': 'a new partnership between the Purdue Global School of Nursing and Northern Light Inland Hospital will create a more efficient and innovative learning model . the simulation center will utilize a family of high-fidelity, Gaumard brand manikins that include an infant, child, birthing mother and adult .'}]"
"Dust explosion incidents increased last year, no fatalities","summarize:WEST LAFAYETTE, Ind. —
The annual summary recording nationwide grain dust bin explosions reported nine incidents in 2022. This compares to seven reported incidents in 2021 and a 10-year average of 7.8 explosions annually.
Kingsly Ambrose, Purdue University professor of agricultural and biological engineering and report author, said that despite the increase in explosions from the previous year and 18 total injuries this year, no fatalities were reported.
The explosions occurred in one ethanol plant, two feed mills, two grain elevators, two rice mills and two grain processing plants. The probable ignition sources were identified in three cases as a fire and one incidence as welding, while five cases were from unknown sources. Fuel sources for all nine explosions were identified as grain dust.
The dust explosions occurred in seven different states, with two each occurring in Arkansas and Louisiana, and one each in New Mexico, Illinois, Iowa, Kansas and Ohio.
“Often, five of the conditions needed for a grain dust explosion to occur are present in most grain feed, milling and processing facilities,” Ambrose said. “These conditions include dust, dispersed dust, confined space and oxygen. The presence of the fifth factor, an ignition source such as overheated bearing or mechanical friction, could lead to an explosion.”
He emphasized the importance of developing and implementing a detailed housekeeping program to mitigate the hazards and utilizing government and industry resources that are publicly available to provide guidance on developing such a program.","[{'summary_text': 'the explosions occurred in one ethanol plant, two feed mills, two grain elevators and two rice mills . no fatalities were reported despite the increase in explosions from previous year .'}]"
Purdue Global announces Anaheim commencement weekend schedule — Feb. 24-25,"summarize:ANAHEIM, Calif. —
Purdue Global will host commencement ceremonies and several receptions, dinners and celebrations at the City National Grove of Anaheim, California, on Feb. 24-25.
Three ceremonies — two in person and one virtual — will celebrate 990 candidates. The graduates reside in 46 states — including 176 California residents and 56 from Indiana — as well as Bermuda, Canada, Indonesia, Puerto Rico, the Caribbean islands of Saint Kitts and Nevis, Saipan and the U.S. Virgin Islands. Some 178 graduates are affiliated with the military.
Reporters are invited to the commencements and events at the City National Grove of Anaheim, 2200 E. Katella Ave, in Anaheim. Media parking will be available. Purdue Global officials will be available for interviews between ceremonies. To RSVP, contact Matthew Oates, Purdue News Service, at oatesw@purdue.edu or 765-586-7496 (cell).
The schedule at City National Grove of Anaheim (unless otherwise noted) is as follows:
Friday, Feb. 24
5-6:30 p.m. PST — Black and Gold Celebration
7-9 p.m. PST — Military Appreciation Dinner
Saturday, Feb. 25
10:30 a.m. PST — First ceremony: Concord Law School, Nursing, Social and Behavioral Sciences, General Education
2 p.m. PST — Second ceremony: Business, Information Technology, Health Sciences
4:30 p.m. PST — Virtual ceremony
6 p.m. PST — Concord Law School 25th Anniversary Celebration Dinner (Sheraton Park Hotel, 1855 S. Harbor Blvd., Anaheim, CA 92802)
Media can visit The Persistent Pursuit for stories about Purdue Global students and leaders and the mission of Purdue Global.
Media contact: Matthew Oates, 765-586-7496 (cell), oatesw@purdue.edu, @mo_oates","[{'summary_text': 'three ceremonies — two in person and one virtual — will celebrate 990 candidates . graduates reside in 46 states, including 176 California residents and 56 from Indiana . some 178 graduates are affiliated with the military .'}]"
Today’s top 5 from Purdue University,"summarize:You will want to read these good stories that you may have missed.
The AP Video Hub (for AP members) and Purdue News YouTube channel (for all reporters) provide comments from Purdue experts on timely topics.
For Computer scientist Aniket Bera, an associate professor of computer science in Purdue University’s College of Science, smart devices need to be heart-smart, not just head-smart. With applications that include virtual therapy, autonomous vehicles and rescue bots like a robot dog, his lab works at the intersection of artificial intelligence and human emotion and behavior.
Media contact: Brittany Steff, bsteff@purdue.edu
Read More
The Dean and Barbara White Family Foundation has committed $50 million to Purdue University to name the undergraduate institute in the Mitchell E. Daniels, Jr. School of Business. The commitment represents the lead gift to establish the school and the largest monetary contribution ever made to Purdue’s School of Management/Business.
Media contact: Derek Schultz, dcschultz@purdue.edu
Read More
Shandey Malcolm, an assistant professor of epidemiology in the Department of Public Health in Purdue University’s College of Health and Human Sciences, leverages her expertise in epidemiology to find disease determinants, distribution and frequency of disease to prevent health problems.
Media contact: Derek Schultz, dcschultz@purdue.edu
Read More
Get to know “guitar lab,” the experimental learning class at Purdue that’s shaping college experiences for Boilermakers from a variety of majors. The class, officially named MET 34900, is led by Mark French, professor of mechanical engineering technology in the Purdue Polytechnic Institute. Students create musical instruments to understand not only manufacturing, but also project management and problem-solving.
Media contact: Trevor Peters, peters237@purdue.edu
Read More
Purdue Extension’s Land Use Team collaborated with the Indiana Office of Energy Development to publish two renewable energy reports to help aid in the discussion of renewable energy land-use regulations.
Media contact: Abby Leeds, mayer36@purdue.edu
Read More
Increasing Midwest seafood production
Training AI to be trustworthy
Mapping forests using AI
Purdue University is a top public research institution developing practical solutions to today’s toughest challenges. Ranked in each of the last five years as one of the 10 Most Innovative universities in the United States by U.S. News & World Report, Purdue delivers world-changing research and out-of-this-world discovery. Committed to hands-on and online, real-world learning, Purdue offers a transformative education to all. Committed to affordability and accessibility, Purdue has frozen tuition and most fees at 2012-13 levels, enabling more students than ever to graduate debt-free. See how Purdue never stops in the persistent pursuit of the next giant leap at https://stories.purdue.edu.","[{'summary_text': 'the AP Video Hub (for AP members) and Purdue News YouTube channel (for all reporters) provide comments from purdue experts on timely topics . for Computer scientist aniket Bera, his lab works at the intersection of artificial intelligence and human emotion .'}]"
Hands-on ‘guitar lab’ one of Purdue’s most popular courses,"summarize:Media are encouraged to share, post and publish this content.
WEST LAFAYETTE, Ind. —
In the technology course Stringed Instrument Design and Manufacture, Purdue students combine engineering and manufacturing skills with teamwork to design, build and take home their very own guitar. It’s a one-of-a-kind college experience that’s open to all majors.
Mechanical engineering technology professor Mark French teaches “guitar lab,” which is one of the most popular courses on campus. He finds that his background has greatly influenced his instruction style and created a unique ability to connect with students.
“I have an advantage that most professors don’t have,” he says. “I was never an especially good student.”
Read more on The Persistent Pursuit website.
Media contact: Brian Huchel, bhuchel@purdue.edu","[{'summary_text': 'students combine engineering and manufacturing skills with teamwork to design, build and take home their very own guitar . mechanical engineering technology professor Mark French teaches ""guitar lab,"" which is one of the most popular courses on campus .'}]"
"Purdue Ventures invests $250,000 in assistive educational technology company","summarize:WEST LAFAYETTE, Ind. —
Purdue Ventures, which manages three funds to support Purdue University-connected startups, has invested $250,000 in Tactile Engineering Inc., a company that has developed assistive educational technology to enable people affected by blindness and low vision.
Purdue Ventures’ investment is part of a larger $1.5 million funding round for Tactile Engineering that includes investments from Elevate Ventures, Queen City Angels and private individuals.
CEO Dave Schleppenbach said the company’s Cadence tactile tablet allows readers to access up to eight lines of electronic Braille cells.
“Students, professionals and leisure readers can use Cadence to navigate long equations and access technical diagrams,” Schleppenbach said. “Multiple Cadence devices can be linked to form larger readable surfaces.”
Cadence’s refreshable display of electronic cells uses standard Braille size, spacing and height. The modular cells are replaceable, and Tactile Engineering provides web-based support tools to enable remote calibration.
Schleppenbach said Cadence can be used as an e-reader, a graphing calculator and an image viewer.
“It downloads and displays books and documents in a wide range of formats,” Schleppenbach said. “It duplicates the functions of a traditional scientific calculator and allows users to pan, zoom and highlight its tactile output. It also can be used as an image viewer with animated, highlighted and interactive images to demonstrate scientific, geographic and other complex subjects.”
Additional applications are in development, including a web browser, classroom aids, annotation tools, and notetaker and leisure software. Cadence’s built-in Wi-Fi allows users to download and install new apps as they become available.
Schleppenbach said Tactile Engineering strongly supports the national objective to strengthen Braille literacy. He said literacy is critical for gaining employment, especially in high-demand technical and scientific roles.
“According to the National Federation of the Blind, 70% of adults who are blind are unemployed,” Schleppenbach said. “Of those persons with vision impairments who are employed, 90% are Braille-literate.
“Although advances in voice control and speech synthesis might seem to offer a solution to workplace accessibility, such tools cannot provide access to mathematics, technical content or graphics, all of which are vital for equal-opportunity STEM education and employment. The goal of providing this access drives everything we do at Tactile Engineering.”
Schleppenbach said the Purdue Ventures investment and the funding round will allow Tactile Engineering to invest in additional capital equipment, parts and labor to manufacture Cadence in larger quantities. He said the company has other significant ties to Purdue.
“Several of our founders and employees have a Purdue academic background; our original research in the field started while at Purdue,” Schleppenbach said. “The Purdue Manufacturing Extension Partnership has been immensely helpful in providing expertise to develop our robotic assembly plant. Finally, because Cadence has an educational focus, Purdue would be a great avenue for us to develop accessible content and test results with students.”
Riley Gibb, associate director of Purdue Ventures, said Tactile Engineering is a strong addition to the investment portfolio.
“Tactile Engineering has strong connections to Purdue University research, which is a key qualifier for an investment,” Gibb said. “We also appreciate the company is serving an unmet need – strengthening learning in the STEM fields for people who are affected by blindness and low vision – in a unique way with the multiple applications of its Cadence tool.”
Purdue Ventures manages multiple pools of capital in collaboration with the Purdue University entrepreneurial ecosystem and local corporations, enabling Purdue startups to improve the world. It has invested over $12 million since its formation. To support various technologies coming out of the university as well as student or alumni founders, Purdue Ventures manages three funds, each with a different investment focus. Ag-Celerator funds startups looking to commercialize Purdue IP or Purdue “know-how” technologies related to or impacting agriculture. The Foundry Investment Fund supports life science innovation by making up to 30% of institutional capital investments made in Purdue-affiliated startups. The Purdue Startup Fund supports innovation commercialization through early-stage investments.
Tactile Engineering was founded in 2013 with the goal of developing and manufacturing an affordable tactile graphics tablet for use by blind and visually impaired (B/VI) individuals around the world.
Writer/Media contact: Steve Martin, sgmartin@prf.org Sources: Dave Schleppenbach, dschleppenbach@tactile-engineering.comRiley Gibb, rtgibb@prf.org","[{'summary_text': ""Purdue Ventures has invested $250,000 in a company that has developed assistive educational technology to enable people affected by blindness and low vision . the company's Cadence tactile tablet allows readers to access up to eight lines of electronic Braille cells .""}]"
